minul	minul	Ok
on	on	Ok
selline	selline	Ok
idee	idee	Ok
,	,	Punct
et	et	Ok
mind	mind	Ok
tuhastatakse	tuhastatakse	Ok
Eestis	Eestis	Name
,	,	Punct
siis	siis	Ok
mõni	mõni	Ok
mu	mu	Ok
järeltulijatest	järeltulijatest	Ok
viiks	viiks	Ok
mu	mu	Ok
tuha	tuha	Ok
koos	koos	Ok
urniga	urniga	Ok
Indiasse	Indiasse	Name
,	,	Punct
istuks	istuks	Ok
Gangese	Gangese	Name
äärde	äärde	Ok
,	,	Punct
suitsetaks	suitsetaks	Ok
ühe	ühe	Ok
kanepipläru	kanepipläru	Ok
,	,	Punct
kirjutaks	kirjutaks	Ok
minust	minust	Ok
ühe	ühe	Ok
haiku	haiku	Ok
ja	ja	Ok
viskaks	viskaks	Ok
mu	mu	Ok
tuha	tuha	Ok
jõkke	jõkke	Ok
.	.	Punct
ja	ja	Ok
pärast	pärast	Ok
kodumaale	kodumaale	Ok
naastes	naastes	Ok
istutaks	istutaks	Ok
ühe	ühe	Ok
tammepuu	tammepuu	Ok
minu	minu	Ok
mälestuseks	mälestuseks	Ok
Paljud	Paljud	Ok
inimesed	inimesed	Ok
ei	ei	Ok
taha	taha	Ok
surmast	surmast	Ok
midagi	midagi	Ok
kuulda	kuulda	Ok
,	,	Punct
veel	veel	Ok
vähem	vähem	Ok
sellele	sellele	Ok
mõelda	mõelda	Ok
.	.	Punct
On	On	Ok
ja	ja	Ok
elavad	elavad	Ok
nagu	nagu	Ok
elaksid	elaksid	Ok
nad	nad	Ok
igavesti	igavesti	Ok
.	.	Punct
Isegi	Isegi	Ok
osa	osa	Ok
päris	päris	Ok
vanad	vanad	Ok
inimesed	inimesed	Ok
keelduvad	keelduvad	Ok
sellest	sellest	Ok
teemast	teemast	Ok
kategooriliselt	kategooriliselt	Ok
.	.	Punct
Eestlased	Eestlased	Ok
ju	ju	Ok
üldjuhul	üldjuhul	Ok
jumalat	jumalat	Ok
ei	ei	Ok
usu	usu	Ok
,	,	Punct
seega	seega	Ok
on	on	Ok
mõte	mõte	Ok
surmast	surmast	Ok
neile	neile	Ok
hirmutav	hirmutav	Ok
.	.	Punct
Minu	Minu	Ok
usklik	usklik	Ok
ema	ema	Ok
surma	surma	Ok
ei	ei	Ok
kartnud	kartnud	Ok
ja	ja	Ok
rääkis	rääkis	Ok
rahulikult	rahulikult	Ok
ka	ka	Ok
oma	oma	Ok
matusesoovidest	matusesoovidest	Ok
ning	ning	Ok
asjade	asjade	Ok
jagamisest	jagamisest	Ok
.	.	Punct
Kui	Kui	Ok
ta	ta	Ok
suri	suri	Ok
oli	oli	Ok
meil	meil	Ok
õega	õega	Ok
palju	palju	Ok
lihtsam	lihtsam	Ok
kõike	kõike	Ok
korraldada	korraldada	Ok
,	,	Punct
sest	sest	Ok
meil	meil	Ok
olid	olid	Ok
tema	tema	Ok
soovid	soovid	Ok
teada	teada	Ok
.	.	Punct
On	On	Ok
ju	ju	Ok
loomulik	loomulik	Ok
,	,	Punct
et	et	Ok
tahaks	tahaks	Ok
korraldada	korraldada	Ok
kõike	kõike	Ok
nii	nii	Ok
,	,	Punct
nagu	nagu	Ok
kadunukesele	kadunukesele	Ok
kõige	kõige	Ok
rohkem	rohkem	Ok
meeldinud	meeldinud	Ok
oleks	oleks	Ok
.	.	Punct
Olen	Olen	Ok
ka	ka	Ok
oma	oma	Ok
lähedastega	lähedastega	Ok
sellest	sellest	Ok
rääkinud	rääkinud	Ok
,	,	Punct
ise	ise	Ok
oleksin	oleksin	Ok
rahul	rahul	Ok
kui	kui	Ok
tuhastatakse	tuhastatakse	Ok
,	,	Punct
ja	ja	Ok
laul	laul	Ok
mida	mida	Ok
võiks	võiks	Ok
sel	sel	Ok
hetkel	hetkel	Ok
lasta	lasta	Ok
vms	vms	Abbrev
Eric	Eric	Name
Clapton	Clapton	Name
:	:	Punct
Tears	Tears	Name
in	in	Ok
heaven	heaven	Ok
:)	:)	Emo
Tuhastamine	Tuhastamine	Ok
on	on	Ok
hirmus	hirmus	Ok
energia	energia	Ok
raiskamine	raiskamine	Ok
,	,	Punct
sest	sest	Ok
inimene	inimene	Ok
koosneb	koosneb	Ok
99%	99%	Ok
veest	veest	Ok
.	.	Punct
See	See	Ok
kôik	kõik	Spell_Missing_Diacritics
tuleb	tuleb	Ok
ära	ära	Ok
aurustada	aurustada	Ok
enne	enne	Ok
kui	kui	Ok
pôlema	pôlema	Ok
pääsed	pääsed	Ok
.	.	Punct
Parem	Parem	Ok
ja	ja	Ok
ökoloogilisem	ökoloogilisem	Ok
laiba	laiba	Ok
uuskasutus	uuskasutus	Ok
olex	oleks	Spell_ED>1
nii	nii	Ok
kui	kui	Ok
Waterworldis	Waterworldis	Name
-	-	Punct
kompostiks	kompostiks	Ok
.	.	Punct
Laip	Laip	Ok
tulex	tuleks	Spell_ED>1
tykeldada	tükeldada	Spell_Missing_Diacritics
piisavalt	piisavalt	Ok
väikesteks	väikesteks	Ok
tykikesteks	tükkkedeks	Spell_Missing_Diacritics
ja	ja	Ok
siis	siis	Ok
sônnikuhunnikusse	sônnikuhunnikusse	Ok
mädanema	mädanema	Ok
.	.	Punct
Ja	Ja	Ok
paari	paari	Ok
aasta	aasta	Ok
pärast	pärast	Ok
rôômalt	rõõmsalt	Spell_Missing_Diacritics
maasikatele	maasikatele	Ok
...	...	Punct
minu	minu	Ok
poolest	poolest	Ok
tehku	tehku	Ok
või	või	Ok
vorstiks	vorstiks	Ok
mind	mind	Ok
kui	kui	Ok
saaks	saaks	Ok
valida	valida	Ok
siis	siis	Ok
palkide	palkide	Ok
peal	peal	Ok
põletamine	põletamine	Ok
aga	aga	Ok
EV-s	EV	Abbrev
vist	vist	Ok
seda	seda	Ok
ei	ei	Ok
lubata	lubata	Ok
Grillahju	Grillahju	Ok
ja	ja	Ok
siis	siis	Ok
edasi	edasi	Ok
voolavasse	voolavasse	Ok
vette	vette	Ok
.	.	Punct
Nagu	Nagu	Ok
filmis	filmis	Ok
"	"	Punct
Madissoni	Madissoni	Name
maakonna	maakonna	Ok
sillad	sillad	Ok
"	"	Punct
...	...	Punct
Taustaks	Taustaks	Ok
midagi	midagi	Ok
Puccini	Puccini	Name
muusikast	muusikast	Ok
-	-	Punct
"	"	Punct
Un	Un	Ok
bel	bel	Ok
di	di	Ok
vedremo	vedremo	Ok
"	"	Punct
või	või	Ok
"	"	Punct
E	E	Ok
lucevan	lucevan	Ok
le	le	Ok
stelle	stelle	Ok
"	"	Punct
...	...	Punct
Erisoov	Erisoov	Ok
oleks	oleks	Ok
et	et	Ok
saaks	saaks	Ok
tuulde	tuulde	Ok
lennata	lennata	Ok
koos	koos	Ok
kallis	kallis	Ok
abikaasaga	abikaasaga	Ok
...	...	Punct
Meil	Meil	Ok
on	on	Ok
olnud	olnud	Ok
ilus	ilus	Ok
elu	elu	Ok
ja	ja	Ok
tahaks	tahaks	Ok
et	et	Ok
see	see	Ok
jatkuks	jätkuks	Spell_Missing_Diacritics
ka	ka	Ok
kõrgemates	kõrgemates	Ok
sfäärides	sfäärides	Ok
koos	koos	Ok
...	...	Punct
Ei	Ei	Ok
mingeid	mingeid	Ok
kohustusi	kohustusi	Ok
ja	ja	Ok
nimega	nimega	Ok
kivisid	kivisid	Ok
järeltulijatele	järeltulijatele	Ok
koormaks	koormaks	Ok
!	!	Punct
On	On	Ok
selline	selline	Ok
väljend	väljend	Ok
pista	pista	Ok
ennast	ennast	Ok
põleema	põlema	Spell_ED_1
mulle	mulle	Ok
sobib	sobib	Ok
.	.	Punct
krematooriumis	krematooriumis	Ok
ei	ei	Ok
lubata	lubata	Ok
oma	oma	Ok
muusikat	muusikat	Ok
,	,	Punct
pead	pead	Ok
valima	valima	Ok
nende	nende	Ok
poolt	poolt	Ok
antud	antud	Ok
pillide	pillide	Ok
vahel	vahel	Ok
(	(	Punct
orel	orel	Ok
,	,	Punct
viiul	viiul	Ok
jne	jne	Abbrev
.	.	Punct
)	)	Punct
Oma	Oma	Ok
musa	musat	Spell_ED_1
võid	võid	Ok
siis	siis	Ok
lasta	lasta	Ok
,	,	Punct
kui	kui	Ok
urni	urni	Ok
maha	maha	Ok
matad	matad	Ok
või	või	Ok
mis	mis	Ok
iganes	iganes	Ok
tuhaga	tuhaga	Ok
teed	teed	Ok
.	.	Punct
Kurb	Kurb	Ok
aga	aga	Ok
nii	nii	Ok
see	see	Ok
on	on	Ok
....	....	Punct
kunagi	kunagi	Ok
,	,	Punct
vist	vist	Ok
2	2	Ok
aastat	aastat	Ok
tagasi	tagasi	Ok
oli	oli	Ok
saates	saates	Ok
"	"	Punct
Pealtnägija	Pealtnägija	Ok
"	"	Punct
huvitav	huvitav	Ok
matmise	matmise	Ok
viis	viis	Ok
.	.	Punct
See	See	Ok
rootslanna	rootslanna	Ok
kes	kes	Ok
seda	seda	Ok
tutvustas	tutvustas	Ok
,	,	Punct
ütles	ütles	Ok
