aga	aga	Ok
sa	sa	Ok
proovi	proovi	Ok
välja	välja	Ok
uurida	uurida	Ok
milles	milles	Ok
asi	asi	Ok
küsi	küsi	Ok
,	,	Punct
küsi	küsi	Ok
otse	otse	Ok
ja	ja	Ok
korduvalt	korduvalt	Ok
,	,	Punct
et	et	Ok
milles	milles	Ok
asi	asi	Ok
ja	ja	Ok
miks	miks	Ok
nad	nad	Ok
nii	nii	Ok
käituvad	käituvad	Ok
jne.	jne	Abbrev
igast	igast	Ok
erinevaid	erinevaid	Ok
küsimusi	küsimusi	Ok
,	,	Punct
küll	küll	Ok
nad	nad	Ok
lõpuks	lõpuks	Ok
vastavad	vastavad	Ok
,	,	Punct
milles	milles	Ok
asi	asi	Ok
!	!	Punct
?	?	Punct
küsi	küsi	Ok
korduvalt	korduvalt	Ok
!	!	Punct
see	see	Ok
võib	võib	Ok
valus	valus	Ok
olla	olla	Ok
,	,	Punct
aga	aga	Ok
parem	parem	Ok
oleks	oleks	Ok
teada	teada	Ok
!	!	Punct
Teema	Teema	Ok
pealkiri	pealkiri	Ok
:	:	Punct
Re	re	Abbrev
:	:	Punct
Kõik	Kõik	Ok
mu	mu	Ok
sõbrad	sõbrad	Ok
on	on	Ok
minu	minu	Ok
vastu	vastu	Ok
Nüüd	Nüüd	Ok
ta	ta	Ok
ütles	ütles	Ok
veel	veel	Ok
:	:	Punct
vihkan	vihkan	Ok
sind	sind	Ok
:@	:@	Emo
!	!	Punct
Ma	Ma	Ok
ei	ei	Ok
suuda	suuda	Ok
seda	seda	Ok
enam	enam	Ok
taluda	taluda	Ok
Kas	Kas	Ok
me	me	Ok
veel	veel	Ok
oleme	oleme	Ok
kunagi	kunagi	Ok
sõbrannad	sõbrannad	Ok
?	?	Punct
Mul	Mul	Ok
on	on	Ok
üldse	üldse	Ok
elu	elu	Ok
mõte	mõte	Ok
kadunud	kadunud	Ok
,	,	Punct
naqnii	nagunii	Spell_ED>1
sõpru	sõpru	Ok
plee	pole	Spell_ED>1
ju	ju	Ok
.	.	Punct
KÕIIK	Kõik	Spell_ED_1
ON	ON	Ok
MINU	MINU	Ok
VASTU	VASTU	Ok
!	!	Punct
sõnaausas	sõnaausas	Ok
mõtes	mõttes	Spell_ED_1
noh	noh	Ok
.	.	Punct
Nojah	Nojah	Ok
,	,	Punct
.....	.....	Punct
aga	aga	Ok
see	see	Ok
kui	kui	Ok
ma	ma	Ok
ühe	ühe	Ok
teise	teise	Ok
sõbrannaga	sõbrannaga	Ok
peole	peole	Ok
läksikn	läksin	Spell_ED_1
siis	siis	Ok
ta	ta	Ok
ütles	ütles	Ok
:	:	Punct
Sa	Sa	Ok
lähed	lähed	Ok
temaga	temaga	Ok
peole	peole	Ok
?	?	Punct
ma	ma	Ok
ütlesin	ütlesin	Ok
et	et	Ok
jah	jah	Ok
,	,	Punct
siis	siis	Ok
mingi	mingi	Ok
4	4	Ok
minta	minta	Ok
pärast	pärast	Ok
:	:	Punct
Ma	Ma	Ok
tulen	tulen	Ok
ka	ka	Ok
teiega	teiega	Ok
sinna	sinna	Ok
peole	peole	Ok
!	!	Punct
!	!	Punct
!	!	Punct
!	!	Punct
mA	mA	Ok
ei	ei	Ok
tahtud	tahtnud	Spell_ED_1
teda	teda	Ok
üldse	üldse	Ok
sinna	sinna	Ok
peole	peole	Ok
ja	ja	Ok
üütlesin	ütlesin	Spell_ED_1
sellele	sellele	Ok
sõbrantsile	sõbrantsile	Ok
kes	kes	Ok
mind	mind	Ok
sinna	sinna	Ok
kutsus	kutsus	Ok
et	et	Ok
ütle	ütle	Ok
talle	talle	Ok
et	et	Ok
sul	sul	Ok
ei	ei	Ok
lubata	lubata	Ok
,	,	Punct
palun	palun	Ok
.	.	Punct
Sest	sest	Ok
see	see	Ok
teine	teine	Ok
oleks	oleks	Ok
raudselt	raudselt	Ok
hakkanud	hakanud	Spell_ED_1
ainult	ainult	Ok
temaga	temaga	Ok
olema	olema	Ok
,	,	Punct
ma	ma	Ok
tunnen	tunnen	Ok
teda	teda	Ok
juba	juba	Ok
.	.	Punct
Siis	Siis	Ok
ta	ta	Ok
ütleski	ütleski	Ok
et	et	Ok
tal	tal	Ok
ei	ei	Ok
lubatud	lubatud	Ok
,	,	Punct
ja	ja	Ok
pärast	pärast	Ok
ta	ta	Ok
küsis	küsis	Ok
emalt	emalt	Ok
ka	ka	Ok
ja	ja	Ok
tegelt	tegelt	Ok
ta	ta	Ok
ema	ema	Ok
ei	ei	Ok
lubanudki	lubanudki	Ok
.	.	Punct
Aga	Aga	Ok
enne	enne	Ok
seda	seda	Ok
kui	kui	Ok
ta	ta	Ok
oma	oma	Ok
emalt	emalt	Ok
päriselt	päriselt	Ok
küsis	küsis	Ok
ütles	ütles	Ok
see	see	Ok
sõber	sõber	Ok
mulle	mulle	Ok
:	:	Punct
Mhh	mhh	Ok
,	,	Punct
miks	miks	Ok
sa	sa	Ok
pead	pead	Ok
nii	nii	Ok
tegema	tegema	Ok
!	!	Punct
ma	ma	Ok
ei	ei	Ok
vastanud	vastanud	Ok
talle	talle	Ok
.	.	Punct
Siis	Siis	Ok
ta	ta	Ok
vell	veel	Spell_ED_1
ütles	ütles	Ok
et	et	Ok
:	:	Punct
Vaepeal	Vahepeal	Spell_ED_1
ma	ma	Ok
isegi	isegi	Ok
imestan	imestan	Ok
et	et	Ok
sa	sa	Ok
minust	minust	Ok
vanem	vanem	Ok
oled	oled	Ok
!	!	Punct
Ma	Ma	Ok
olen	olen	Ok
temast	temast	Ok
9	9	Ok
päeva	päeva	Ok
vanem	vanem	Ok
,	,	Punct
nt	nt	Abbrev
omg	omg	Ok
,	,	Punct
milline	milline	Ok
ta	ta	Ok
