täiesti	täiesti	Ok
nõus	nõus	Ok
.	.	Punct
Tead	Tead	Ok
,	,	Punct
sellega	sellega	Ok
ongi	ongi	Ok
see	see	Ok
asi	asi	Ok
,	,	Punct
et	et	Ok
Soni	Soni	Name
ja	ja	Ok
Panasonic	Panasonic	Name
jäägu	jäägu	Ok
ikka	ikka	Ok
oma	oma	Ok
liistude	liistude	Ok
juurde	juurde	Ok
ning	ning	Ok
Olympus	Olympus	Name
ja	ja	Ok
Canon	Canon	Name
enda	enda	Ok
omade	omade	Ok
juurde	juurde	Ok
.	.	Punct
Kui	Kui	Ok
oled	oled	Ok
hea	hea	Ok
kingsepp	kingsepp	Ok
,	,	Punct
ei	ei	Ok
tähenda	tähenda	Ok
see	see	Ok
veel	veel	Ok
,	,	Punct
et	et	Ok
oskad	oskad	Ok
häid	häid	Ok
kasukaid	kasukaid	Ok
õmmelda	õmmelda	Ok
...	...	Punct
Sony	Sony	Name
CCD	CCD	Abbrev
on	on	Ok
Canoni	Canoni	Name
CMOS-ga	CMOS	Abbrev
võrreldes	võrreldes	Ok
endiselt	endiselt	Ok
PALJU	PALJU	Ok
mürasem	mürane	Spell_ED>1
ISO	ISO	Abbrev
400st	400st	Ok
alates	alates	Ok
Optika	Optika	Ok
on	on	Ok
ka	ka	Ok
märgatavalt	märgatavalt	Ok
kallim	kallim	Ok
-	-	Punct
seega	seega	Ok
-	-	Punct
suht	suht	Ok
lootusetu	lootusetu	Ok
üritus	üritus	Ok
kahjuks	kahjuks	Ok
.	.	Punct
onia	Onia	Name
fotopoe	fotopoe	Ok
peded	peded	Ok
korrutavad	korrutavad	Ok
nagunii	nagunii	Ok
selle	selle	Ok
hinna	hinna	Ok
2X	2X	Abbrev_Num
.	.	Punct
Saksas	Saksa	Name
oller	olles	Spell_ED_1
regitreerusin	registreerusin	Spell_ED_1
nii	nii	Ok
ütelda	ütelda	Ok
"	"	Punct
test	test	Ok
driveriks	driveriks	Ok
"	"	Punct
ja	ja	Ok
siis	siis	Ok
oli	oli	Ok
selline	selline	Ok
võimalus	võimalus	Ok
olemas	olemas	Ok
...	...	Punct
Väliselt	väliselt	Ok
on	on	Ok
kered	kered	Ok
tõesti	tõesti	Ok
nagu	nagu	Ok
öö	öö	Ok
ja	ja	Ok
päev	päev	Ok
aga	aga	Ok
L1	L1	Abbrev_Num
on	on	Ok
oma	oma	Ok
disaini-idees	disaini-idees	Word_w_Punct
E-330	E-330	Abbrev_Num
pealt	pealt	Ok
ikka	ikka	Ok
päris	päris	Ok
palju	palju	Ok
üle	üle	Ok
võtnud	võtnud	Ok
.	.	Punct
Nuppude	Nuppude	Ok
paigutused	paigutused	Ok
jne	jne	Abbrev
.	.	Punct
Paraku	Paraku	Ok
on	on	Ok
L1	L1	Abbrev_Num
kere	kere	Ok
tunduvalt	tunduvalt	Ok
kandilisem	kandilisem	Ok
(	(	Punct
selline	selline	Ok
vanakooli	vanakooli	Ok
stiilis	stiilis	Ok
)	)	Punct
ja	ja	Ok
ei	ei	Ok
istu	istu	Ok
käes	käes	Ok
nii	nii	Ok
hästi	hästi	Ok
.	.	Punct
E-330	E-330	Abbrev_Num
ja	ja	Ok
EOS	EOS	Name
350D	350D	Abbrev_Num
istuvad	istuvad	Ok
käes	käes	Ok
palju	palju	Ok
paremini	paremini	Ok
ja	ja	Ok
pildistamisel	pildistamisel	Ok
on	on	Ok
see	see	Ok
väga	väga	Ok
oluline	oluline	Ok
.	.	Punct
Selles	Selles	Ok
mõttes	mõttes	Ok
saad	saad	Ok
selle	selle	Ok
tunde	tunde	Ok
kätte	kätte	Ok
küll	küll	Ok
,	,	Punct
et	et	Ok
kui	kui	Ok
võtad	võtad	Ok
E-330	E-330	Abbrev_Num
kätte	kätte	Ok
ja	ja	Ok
mõtled	mõtled	Ok
selle	selle	Ok
kandilisemaks	kandilisemaks	Ok
ning	ning	Ok
kergemaks	kergemaks	Ok
,	,	Punct
siis	siis	Ok
selline	selline	Ok
se	see	Spell_ED_1
L1	L1	Abbrev_Num
just	just	Ok
on	on	Ok
.	.	Punct
Eks	Eks	Ok
ta	ta	Ok
ole	ole	Ok
muidugi	muidugi	Ok
ka	ka	Ok
esimene	esimene	Ok
linnuke	linnuke	Ok
,	,	Punct
aga	aga	Ok
ütlen	ütlen	Ok
ausalt	ausalt	Ok
-	-	Punct
mina	mina	Ok
pettusin	pettusin	Ok
.	.	Punct
kus	kus	Ok
sa	sa	Ok
seda	seda	Ok
L1	L1	Abbrev_Num
juba	juba	Ok
proovida	proovida	Ok
said	said	Ok
?	?	Punct
?	?	Punct
?	?	Punct
,	,	Punct
ausalt	ausalt	Ok
kadedaks	kadedaks	Ok
teeb	teeb	Ok
,	,	Punct
