Tipptennis	Tipptennis	Ok
Uudised	Uudised	Ok
Jürgen	Jürgen	Name
Zopp	Zopp	Name
kaotas	kaotas	Ok
Petange’is	Petanges	Name
64000	64000	Ok
euro	euro	Ok
suuruse	suuruse	Ok
auhinnafondiga	auhinnafondiga	Ok
poolfinaalis	poolfinaalis	Ok
prantslasele	prantslasele	Ok
Paul-Henri	Paul-henri	Name
Mathieu’le	Mathieule	Name
6:7	6:7	Word_w_Punct
,	,	Punct
2:6	2:6	Word_w_Punct
.	.	Punct
Mäng	Mäng	Ok
oli	oli	Ok
analoogiline	analoogiline	Ok
eilse	eilse	Ok
veerandfinaaliga	veerandfinaaliga	Ok
,	,	Punct
kuid	kuid	Ok
Zoppi	Zopi	Name
poolt	poolt	Ok
vaadatuna	vaadatuna	Ok
vastupidi	vastupidi	Ok
.	.	Punct
Eile	Eile	Ok
ei	ei	Ok
loovutanud	loovutanud	Ok
Zopp	Zopp	Name
ühtki	ühtki	Ok
oma	oma	Ok
pallingugeimi	pallingugeimi	Ok
ja	ja	Ok
võitis	võitis	Ok
avaseti	avaseti	Ok
7:2	7:2	Word_w_Punct
,	,	Punct
täna	täna	Ok
ei	ei	Ok
saanud	saanud	Ok
eestlane	eestlane	Ok
ise	ise	Ok
kätte	kätte	Ok
ühtki	ühtki	Ok
vastase	vastase	Ok
servigeimi	servigeimi	Ok
ja	ja	Ok
kaotas	kaotas	Ok
2:7	2:7	Word_w_Punct
.	.	Punct
Zopp	Zopp	Name
servis	servis	Ok
ka	ka	Ok
täna	täna	Ok
[	[	Punct
...	...	Punct
]	]	Punct
Jürgen	Jürgen	Name
Zopp	Zopp	Name
alistas	alistas	Ok
64000	64000	Ok
euro	euro	Ok
suuruse	suuruse	Ok
auhinnafondiga	auhinnafondiga	Ok
Petange’is	Petanges	Name
(	(	Punct
Luksemburg	Luksemburg	Name
)	)	Punct
veerandfinaalis	veerandfinaalis	Ok
argentiinlase	argentiinlase	Ok
Horacio	Horacio	Name
Zeballose	Zeballosi	Spell_Unknown_Gen
(	(	Punct
ATP	ATP	Abbrev
107.	107.	Ok
)	)	Punct
7:6	7:6	Word_w_Punct
,	,	Punct
6:3	6:3	Word_w_Punct
ja	ja	Ok
jõudis	jõudis	Ok
esimesena	esimesena	Ok
nelja	nelja	Ok
parema	parema	Ok
hulka	hulka	Ok
.	.	Punct
Zoppile	Zopile	Name
tõi	tõi	Ok
edu	edu	Ok
eelkõige	eelkõige	Ok
hea	hea	Ok
serv	serv	Ok
.	.	Punct
Ta	Ta	Ok
ei	ei	Ok
kaotanud	kaotanud	Ok
mängu	mängu	Ok
jooksul	jooksul	Ok
ühtki	ühtki	Ok
pallingugeimi	pallingugeimi	Ok
ning	ning	Ok
seetõttu	seetõttu	Ok
piisas	piisas	Ok
Eesti	Eesti	Name
esireketile	esireketile	Ok
7:2	7:2	Word_w_Punct
võidust	võidust	Ok
ja	ja	Ok
teise	teise	Ok
seti	seti	Ok
ühest	ühest	Ok
servimurdest	servimurdest	Ok
.	.	Punct
Zopp	Zopp	Name
lõi	lõi	Ok
12	12	Ok
ässa	ässa	Ok
[	[	Punct
...	...	Punct
]	]	Punct
