Armulaud	Armulaud	Ok
hoiab	hoiab	Ok
sidet	sidet	Ok
elavana	elavana	Ok
«	«	Punct
Sest	sest	Ok
minu	minu	Ok
liha	liha	Ok
on	on	Ok
tõeline	tõeline	Ok
roog	roog	Ok
ja	ja	Ok
minu	minu	Ok
veri	veri	Ok
on	on	Ok
tõeline	tõeline	Ok
jook	jook	Ok
.	.	Punct
Kes	Kes	Ok
minu	minu	Ok
liha	liha	Ok
sööb	sööb	Ok
ning	ning	Ok
minu	minu	Ok
verd	verd	Ok
joob	joob	Ok
,	,	Punct
see	see	Ok
jääb	jääb	Ok
minusse	minusse	Ok
ja	ja	Ok
mina	mina	Ok
temasse	temasse	Ok
.	.	Punct
Nii	Nii	Ok
nagu	nagu	Ok
elav	elav	Ok
Isa	Isa	Name
minu	minu	Ok
on	on	Ok
läkitanud	läkitanud	Ok
ja	ja	Ok
mina	mina	Ok
elan	elan	Ok
Isa	Isa	Name
läbi	läbi	Ok
,	,	Punct
nii	nii	Ok
elab	elab	Ok
ka	ka	Ok
see	see	Ok
,	,	Punct
kes	kes	Ok
mind	mind	Ok
sööb	sööb	Ok
,	,	Punct
minu	minu	Ok
läbi	läbi	Ok
.	.	Punct
See	See	Ok
ongi	ongi	Ok
leib	leib	Ok
,	,	Punct
mis	mis	Ok
on	on	Ok
alla	alla	Ok
tulnud	tulnud	Ok
taevast	taevast	Ok
.	.	Punct
See	See	Ok
ei	ei	Ok
ole	ole	Ok
niisugune	niisugune	Ok
leib	leib	Ok
,	,	Punct
mida	mida	Ok
teie	teie	Ok
esiisad	esiisad	Ok
sõid	sõid	Ok
,	,	Punct
ja	ja	Ok
surid	surid	Ok
.	.	Punct
Aga	Aga	Ok
kes	kes	Ok
seda	seda	Ok
leiba	leiba	Ok
sööb	sööb	Ok
,	,	Punct
elab	elab	Ok
igavesti	igavesti	Ok
.	.	Punct
»	»	Punct
Seda	Seda	Ok
ütles	ütles	Ok
Jeesus	Jeesus	Name
Kapernauma	Kapernauma	Name
sünagoogis	sünagoogis	Ok
õpetades	õpetades	Ok
.	.	Punct
Siis	Siis	Ok
paljud	paljud	Ok
tema	tema	Ok
jüngrid	jüngrid	Ok
ütlesid	ütlesid	Ok
seda	seda	Ok
kuuldes	kuuldes	Ok
:	:	Punct
«	«	Punct
See	See	Ok
sõna	sõna	Ok
on	on	Ok
ränk	ränk	Ok
,	,	Punct
kes	kes	Ok
suudab	suudab	Ok
seda	seda	Ok
kuulda	kuulda	Ok
?	?	Punct
»	»	Punct
Aga	Aga	Ok
Jeesus	Jeesus	Name
,	,	Punct
kes	kes	Ok
sisimas	sisimas	Ok
teadis	teadis	Ok
,	,	Punct
et	et	Ok
ta	ta	Ok
jüngrid	jüngrid	Ok
selle	selle	Ok
pärast	pärast	Ok
nurisevad	nurisevad	Ok
,	,	Punct
ütles	ütles	Ok
neile	neile	Ok
:	:	Punct
«	«	Punct
Kas	Kas	Ok
see	see	Ok
ärritab	ärritab	Ok
teid	teid	Ok
?	?	Punct
Aga	Aga	Ok
mis	mis	Ok
on	on	Ok
veel	veel	Ok
siis	siis	Ok
,	,	Punct
kui	kui	Ok
te	te	Ok
näete	näete	Ok
Inimese	Inimese	Name
Poega	Poega	Name
üles	üles	Ok
minevat	minevat	Ok
sinna	sinna	Ok
,	,	Punct
kus	kus	Ok
ta	ta	Ok
oli	oli	Ok
enne	enne	Ok
?	?	Punct
Vaim	Vaim	Ok
on	on	Ok
see	see	Ok
,	,	Punct
kes	kes	Ok
elustab	elustab	Ok
,	,	Punct
lihast	lihast	Ok
ei	ei	Ok
ole	ole	Ok
mingit	mingit	Ok
kasu	kasu	Ok
.	.	Punct
Sõnad	Sõnad	Ok
,	,	Punct
mis	mis	Ok
ma	ma	Ok
teile	teile	Ok
olen	olen	Ok
rääkinud	rääkinud	Ok
,	,	Punct
on	on	Ok
vaim	vaim	Ok
ja	ja	Ok
elu	elu	Ok
.	.	Punct
Kuid	Kuid	Ok
teie	teie	Ok
seas	seas	Ok
on	on	Ok
mõned	mõned	Ok
,	,	Punct
kes	kes	Ok
ei	ei	Ok
usu	usu	Ok
.	.	Punct
»	»	Punct
Jeesus	Jeesus	Name
teadis	teadis	Ok
ju	ju	Ok
algusest	algusest	Ok
peale	peale	Ok
,	,	Punct
kes	kes	Ok
on	on	Ok
need	need	Ok
,	,	Punct
kes	kes	Ok
ei	ei	Ok
usu	usu	Ok
,	,	Punct
ja	ja	Ok
kes	kes	Ok
on	on	Ok
see	see	Ok
,	,	Punct
kes	kes	Ok
tema	tema	Ok
reedab	reedab	Ok
.	.	Punct
Ja	Ja	Ok
ta	ta	Ok
ütles	ütles	Ok
:	:	Punct
«	«	Punct
Seepärast	Seepärast	Ok
ma	ma	Ok
olengi	olengi	Ok
teile	teile	Ok
öelnud	öelnud	Ok
,	,	Punct
et	et	Ok
keegi	keegi	Ok
ei	ei	Ok
saa	saa	Ok
tulla	tulla	Ok
minu	minu	Ok
juurde	juurde	Ok
,	,	Punct
kui	kui	Ok
talle	talle	Ok
ei	ei	Ok
ole	ole	Ok
seda	seda	Ok
andnud	andnud	Ok
Isa	Isa	Name
.	.	Punct
»	»	Punct
Alati	Alati	Ok
,	,	Punct
kui	kui	Ok
ma	ma	Ok
ajateenijatega	ajateenijatega	Ok
Lagedi	Lagedi	Name
Vabadussõja	Vabadussõja	Name
muuseumis	muuseumis	Ok
olen	olen	Ok
käinud	käinud	Ok
,	,	Punct
on	on	Ok
sealne	sealne	Ok
muuseumi	muuseumi	Ok
juhataja	juhataja	Ok
Johannes	Johannes	Name
Törs	Törs	Name
kirjeldanud	kirjeldanud	Ok
II	II	Ok
maailmasõja	maailmasõja	Ok
jubedusi	jubedusi	Ok
.	.	Punct
Muu	Muu	Ok
hulgas	hulgas	Ok
räägib	räägib	Ok
ta	ta	Ok
sellest	sellest	Ok
,	,	Punct
kuidas	kuidas	Ok
sõja	sõja	Ok
käigus	käigus	Ok
suured	suured	Ok
Ukraina	Ukraina	Name
külad	külad	Ok
sisse	sisse	Ok
piirati	piirati	Ok
ja	ja	Ok
inimesed	inimesed	Ok
nälgima	nälgima	Ok
jäeti	jäeti	Ok
.	.	Punct
Tulemus	Tulemus	Ok
oli	oli	Ok
see	see	Ok
,	,	Punct
et	et	Ok
inimesed	inimesed	Ok
hakkasid	hakkasid	Ok
üksteist	üksteist	Ok
sööma	sööma	Ok
.	.	Punct
Selliseid	Selliseid	Ok
juhtumeid	juhtumeid	Ok
on	on	Ok
maailma	maailma	Ok
ajaloos	ajaloos	Ok
tegelikult	tegelikult	Ok
rohkemgi	rohkemgi	Ok
.	.	Punct
Seda	Seda	Ok
,	,	Punct
millist	millist	Ok
õudustunnet	õudustunnet	Ok
inimsöömise	inimsöömise	Ok
nähtus	nähtus	Ok
muuseumi	muuseumi	Ok
juhatajas	juhatajas	Ok
tekitas	tekitas	Ok
,	,	Punct
saab	saab	Ok
aimata	aimata	Ok
vaid	vaid	Ok
inimest	inimest	Ok
ennast	ennast	Ok
kuulates	kuulates	Ok
.	.	Punct
Olles	Olles	Ok
ise	ise	Ok
sõja	sõja	Ok
kannatustest	kannatustest	Ok
puudutatud	puudutatud	Ok
,	,	Punct
andis	andis	Ok
ta	ta	Ok
kõike	kõike	Ok
