Kätte	Kätte	Ok
on	on	Ok
jõudnud	jõudnud	Ok
aasta	aasta	Ok
kõige	kõige	Ok
pimedam	pimedam	Ok
kuu	kuu	Ok
,	,	Punct
mida	mida	Ok
valgustama	valgustama	Ok
on	on	Ok
igale	igale	Ok
poole	poole	Ok
säravad	säravad	Ok
tuled	tuled	Ok
põlema	põlema	Ok
pandud	pandud	Ok
.	.	Punct
Kaubamajade	Kaubamajade	Ok
põrgukõlaritest	põrgukõlaritest	Ok
kostab	kostab	Ok
hooajale	hooajale	Ok
kohane	kohane	Ok
taustamuusika	taustamuusika	Ok
,	,	Punct
mida	mida	Ok
alatasa	alatasa	Ok
katkestavad	katkestavad	Ok
meeldetuletused	meeldetuletused	Ok
jõulude	jõulude	Ok
põhisõnumist	põhisõnumist	Ok
:	:	Punct
OSTKE	OSTKE	Ok
,	,	Punct
OSTKE	OSTKE	Ok
!	!	Punct
Laste	Laste	Ok
jaoks	jaoks	Ok
on	on	Ok
see	see	Ok
suur	suur	Ok
muinasjutt	muinasjutt	Ok
,	,	Punct
suurematele	suurematele	Ok
võib	võib	Ok
see	see	Ok
laste	laste	Ok
kaudu	kaudu	Ok
kaasa	kaasa	Ok
elamine	elamine	Ok
paremal	paremal	Ok
juhul	juhul	Ok
kaasa	kaasa	Ok
aidata	aidata	Ok
jõulude	jõulude	Ok
stressi	stressi	Ok
eemal	eemal	Ok
hoida	hoida	Ok
.	.	Punct
Kohe	Kohe	Ok
alustuseks	alustuseks	Ok
tuleb	tuleb	Ok
Larkol	Larkol	Name
hoiatus	hoiatus	Ok
kirja	kirja	Ok
panna	panna	Ok
.	.	Punct
Kui	Kui	Ok
käesoleva	käesoleva	Ok
lehekülje	lehekülje	Ok
juhuslik	juhuslik	Ok
lugeja	lugeja	Ok
peaks	peaks	Ok
vastselt	vastselt	Ok
tähestiku	tähestiku	Ok
selgeks	selgeks	Ok
õpinud	-	Spell_Unknown
laps	laps	Ok
olema	olema	Ok
,	,	Punct
kelle	kelle	Ok
juurde	juurde	Ok
Jõuluvana	Jõuluvana	Name
tavapäraselt	tavapäraselt	Ok
just	just	Ok
sel	sel	Ok
ajal	ajal	Ok
tuleb	tuleb	Ok
,	,	Punct
kus	kus	Ok
issi	issi	Ok
on	on	Ok
korraks	korraks	Ok
veebimarsruuteri	veebimarsruuteri	Ok
juurde	juurde	Ok
läinud	läinud	Ok
,	,	Punct
(	(	Punct
vanasti	vanasti	Ok
läks	läks	Ok
ta	ta	Ok
hobusele	hobusele	Ok
süüa	süüa	Ok
andma	andma	Ok
,	,	Punct
aga	aga	Ok
see	see	Ok
oli	oli	Ok
juba	juba	Ok
ammu	ammu	Ok
)	)	Punct
palun	palun	Ok
lugemine	lugemine	Ok
kohe	kohe	Ok
katkestada	katkestada	Ok
ja	ja	Ok
veebist	veebist	Ok
midagi	midagi	Ok
muud	muud	Ok
üles	üles	Ok
otsida	otsida	Ok
.	.	Punct
Siin	Siin	Ok
ajetakse	aetakse	Spell_ED_1
nimelt	nimelt	Ok
täiskasvanute	täiskasvanute	Ok
juttu	juttu	Ok
,	,	Punct
mis	mis	Ok
Sinu	Sinu	Ok
silmadele	silmadele	Ok
ei	ei	Ok
sobi	sobi	Ok
mitte	mitte	Ok
.	.	Punct
Seda	Seda	Ok
sama	sama	Ok
soovitab	soovitab	Ok
Larko	Larko	Name
ka	ka	Ok
täiskasvanud	täiskasvanud	Ok
lugejal	lugejal	Ok
teha	teha	Ok
,	,	Punct
kes	kes	Ok
tahab	tahab	Ok
oma	oma	Ok
südames	südames	Ok
jõulude	jõulude	Ok
illusiooni	illusiooni	Ok
alles	alles	Ok
hoida	hoida	Ok
.	.	Punct
Kes	Kes	Ok
meist	meist	Ok
seda	seda	Ok
enam	enam	Ok
mäletab	mäletab	Ok
,	,	Punct
milleks	milleks	Ok
jõule	jõule	Ok
esialgselt	esialgselt	Ok
tähistati	tähistati	Ok
?	?	Punct
Viikingitel	Viikingitel	Ok
seondus	seondus	Ok
see	see	Ok
tõepoolest	tõepoolest	Ok
valguse	valguse	Ok
võiduga	võiduga	Ok
pimeda	pimeda	Ok
