või	või	Ok
et	et	Ok
10	10	Ok
%	%	Ok
aafriklasi	aafriklasi	Ok
on	on	Ok
ok	ok	Ok
?	?	Punct
20	20	Ok
%	%	Ok
...	...	Punct
ja	ja	Ok
no	no	Ok
ma	ma	Ok
ei	ei	Ok
tea	tea	Ok
?	?	Punct
Fck	fck	Ok
,	,	Punct
kas	kas	Ok
minister	minister	Ok
üldse	üldse	Ok
teab	teab	Ok
,	,	Punct
mis	mis	Ok
on	on	Ok
migrantide	migrantide	Ok
protsent	protsent	Ok
Eestis	Eestis	Name
praegu	praegu	Ok
?	?	Punct
Kas	Kas	Ok
see	see	Ok
on	on	Ok
ok	ok	Ok
?	?	Punct
Pronksööd	Pronksööd	Ok
on	on	Ok
juba	juba	Ok
meelest	meelest	Ok
läinud	läinud	Ok
?	?	Punct
Ainus	Ainus	Ok
õige	õige	Ok
mõte	mõte	Ok
,	,	Punct
millega	millega	Ok
sellisel	sellisel	Ok
tasemel	tasemel	Ok
Eesti	Eesti	Name
poliitik	poliitik	Ok
võiks	võiks	Ok
mängida	mängida	Ok
,	,	Punct
on	on	Ok
immigratsiooni	immigratsiooni	Ok
täielik	täielik	Ok
külmutamine	külmutamine	Ok
ja	ja	Ok
olemasolevate	olemasolevate	Ok
sisserännanute	sisserännanute	Ok
repatrieerimine	repatrieerimine	Ok
.	.	Punct
Kahjuks	kahjuks	Ok
ei	ei	Ok
saa	saa	Ok
valida	valida	Ok
erakonda	erakonda	Ok
,	,	Punct
kus	kus	Ok
tipus	tipus	Ok
troonivad	troonivad	Ok
sellised	sellised	Ok
mõttehiiglased	mõttehiiglased	Ok
.	.	Punct
Tallinna	Tallinna	Name
Manhattan	Manhattan	Name
Paljassaare	Paljassaare	Name
sadamasse	sadamasse	Ok
...	...	Punct
Soome	Soome	Name
ärimehed	ärimehed	Ok
koos	koos	Ok
Ain	Ain	Name
Hanschmidti	Hanschmidti	Name
,	,	Punct
Cardo	Cardo	Name
Remmeli	Remmeli	Name
ja	ja	Ok
endiste	endiste	Ok
Tallinna	Tallinna	Name
võimupoliitikutega	võimupoliitikutega	Ok
said	said	Ok
enda	enda	Ok
kätte	kätte	Ok
Paljassaare	Paljassaare	Name
Sadama	Sadama	Name
ehitised	ehitised	Ok
ja	ja	Ok
ligi	ligi	Ok
13	13	Ok
hektarit	hektarit	Ok
tootmismaad	tootmismaad	Ok
.	.	Punct
Plaan	Plaan	Ok
on	on	Ok
lihtne	lihtne	Ok
-	-	Punct
sinna	sinna	Ok
tuleb	tuleb	Ok
lähiajal	lähiajal	Ok
Eesti	Eesti	Name
suurim	suurim	Ok
ehitustanner	ehitustanner	Ok
....	....	Punct
...	...	Punct
Nimelt	Nimelt	Ok
on	on	Ok
Allan	Allan	Name
Kiil	Kiil	Name
Strantumi	Strantumi	Name
nõukogu	nõukogu	Ok
liige	liige	Ok
,	,	Punct
Toivo	Toivo	Name
Promm	Promm	Name
aga	aga	Ok
alates	alates	Ok
2006.	2006.	Ok
aasta	aasta	Ok
märtsist	märtsist	Ok
(	(	Punct
kuu	kuu	Ok
pärast	pärast	Ok
tehingut	tehingut	Ok
)	)	Punct
Strantumi	Strantumi	Name
juhatuse	juhatuse	Ok
liige	liige	Ok
.	.	Punct
Strantumi	Strantumi	Name
nõukokku	nõukokku	Ok
kuulub	kuulub	Ok
ka	ka	Ok
täna	täna	Ok
Tallinkis	Tallinkis	Name
töötav	töötav	Ok
Toomas	Toomas	Name
Vilosius	Vilosius	Name
.	.	Punct
Juba	Juba	Ok
aastaid	aastaid	Ok
on	on	Ok
viimane	viimane	Ok
samuti	samuti	Ok
Haapsalus	Haapsalus	Name
töötanud	töötanud	Ok
Hanschmidti	Hanschmidti	Name
üks	üks	Ok
lähemaid	lähemaid	Ok
sõpru	sõpru	Ok
.	.	Punct
Huvitavat	Huvitavat	Ok
nüanssi	nüanssi	Ok
pakub	pakub	Ok
asjaolu	asjaolu	Ok
,	,	Punct
et	et	Ok
kõige	kõige	Ok
suurem	suurem	Ok
KS	Ks	Name
Holdingu	Holdingu	Name
osanik	osanik	Ok
ja	ja	Ok
plaani	plaani	Ok
ristiisa	ristiisa	Ok
Tapani	Tapani	Name
Teeriaho	Teeriaho	Name
elab	elab	Ok
äriregistri	äriregistri	Ok
andmetel	andmetel	Ok
Harkus	Harkus	Name
.	.	Punct
Kiil	Kiil	Name
ja	ja	Ok
Promm	Promm	Name
on	on	Ok
koos	koos	Ok
töötanud	töötanud	Ok
ka	ka	Ok
Paljassaare	Paljassaare	Name
sadamas	sadamas	Ok
,	,	Punct
mil	mil	Ok
Kiil	Kiil	Name
oli	oli	Ok
sadama	sadama	Ok
direktor	direktor	Ok
ja	ja	Ok
Promm	Promm	Name
sealne	sealne	Ok
rentnik	rentnik	Ok
.	.	Punct
Tallinna	Tallinna	Name
Sadama	Sadama	Name
nõukogus	nõukogus	Ok
seisid	seisid	Ok
projekti	projekti	Ok
eest	eest	Ok
aga	aga	Ok
Vilja	Vilja	Name
Savisaar	Savisaar	Name
ja	ja	Ok
Peep	Peep	Name
Aaviksoo	Aaviksoo	Name
.	.	Punct
Nii	Nii	Ok
mõnelegi	mõnelegi	Ok
teisele	teisele	Ok
nõukogu	nõukogu	Ok
liikmetele	liikmetele	Ok
serveeriti	serveeriti	Ok
Paljassaare	Paljassaare	Name
sadama	sadama	Ok
ehitiste	ehitiste	Ok
müük	müük	Ok
vabanemisena	vabanemisena	Ok
erinevate	erinevate	Ok
koormatistega	koormatistega	Ok
koormatud	koormatud	Ok
tootmismaast	tootmismaast	Ok
.	.	Punct
"	"	Punct
Ma	Ma	Ok
olen	olen	Ok
Paljasaare	Paljassaare	Name
plaanidest	plaanidest	Ok
ikka	ikka	Ok
oma	oma	Ok
sõnavõttudes	sõnavõttudes	Ok
rääkinud	rääkinud	Ok
.	.	Punct
Samuti	Samuti	Ok
tutvustas	tutvustas	Ok
Põhja-Tallinna	Põhja-tallinna	Name
linnaosavalitsus	linnaosavalitsus	Ok
2006.	2006.	Ok
aasta	aasta	Ok
mais	mais	Ok
sealseid	sealseid	Ok
plaane	plaane	Ok
,	,	Punct
"	"	Punct
sõnab	sõnab	Ok
endine	endine	Ok
Põhja-Tallinna	Põhja-tallinna	Name
linnaosavanem	linnaosavanem	Ok
Vilja	Vilja	Name
Savisaar	Savisaar	Name
.	.	Punct
Tema	Tema	Ok
sõnul	sõnul	Ok
läksid	läksid	Ok
maad	maad	Ok
rentnike	rentnike	Ok
kätte	kätte	Ok
,	,	Punct
kuna	kuna	Ok
Tallinna	Tallinna	Name
Sadam	Sadam	Name
ei	ei	Ok
näinud	näinud	Ok
Paljassaare	Paljassaare	Name
sadamast	sadamast	Ok
enam	enam	Ok
perspektiivi	perspektiivi	Ok
.	.	Punct
Tänane	Tänane	Ok
kinnisvaraärimees	kinnisvaraärimees	Ok
Peep	Peep	Name
Aaviksoo	Aaviksoo	Name
kutsuti	kutsuti	Ok
sadama	sadama	Ok
nõukogust	nõukogust	Ok
tagasi	tagasi	Ok
kaks	kaks	Ok
kuud	kuud	Ok
pärast	pärast	Ok
Paljassaare	Paljassaare	Name
ehitiste	ehitiste	Ok
müüki	müüki	Ok
,	,	Punct
2006.	2006.	Ok
aasta	aasta	Ok
aprillis	aprillis	Ok
.	.	Punct
2007.	2007.	Ok
aasta	aasta	Ok
märtsis	märtsis	Ok
asus	asus	Ok
ta	ta	Ok
ehitised	ehitised	Ok
sadamalt	sadamalt	Ok
ostnud	ostnud	Ok
KS	Ks	Name
Holdingu	Holdingu	Name
osanikeringi	osanikusse	Spell_ED>1
.	.	Punct
"	"	Punct
Eks	Eks	Ok
Eestis	Eestis	Name
ikka	ikka	Ok
asju	asju	Ok
ostetakse	ostetakse	Ok
.	.	Punct
Aga	Aga	Ok
selle	selle	Ok
tagant	tagant	Ok
mingisugust	mingisugust	Ok
sügavat	sügavat	Ok
seost	seost	Ok
otsida	otsida	Ok
on	on	Ok
küll	küll	Ok
väheke	väheke	Ok
problemaatiline	problemaatiline	Ok
,	,	Punct
"	"	Punct
kommenteerib	kommenteerib	Ok
Peep	Peep	Name
Aaviksoo	Aaviksoo	Name
.	.	Punct
Mehe	Mehe	Ok
sõnul	sõnul	Ok
pakkus	pakkus	Ok
talle	talle	Ok
osalust	osalust	Ok
Cardo	Cardo	Name
Remmel	Remmel	Name
.	.	Punct
Peep	Peep	Name
Aaviksoo	Aaviksoo	Name
,	,	Punct
endine	endine	Ok
Tallinna	Tallinna	Name
abilinnapea	abilinnapea	Ok
ja	ja	Ok
Tallinna	Tallinna	Name
Sadama	Sadama	Name
nõukogu	nõukogu	Ok
liige	liige	Ok
1,55	1,55	Ok
%	%	Ok
Milline	Milline	Ok
mõju	mõju	Ok
on	on	Ok
sündmuste	sündmuste	Ok
arengule	arengule	Ok
suurt	suurt	Ok
võimuulatust	võimuulatust	Ok
omava	omava	Ok
Tallinna	Tallinna	Name
linnapea	linnapea	Ok
ning	ning	Ok
endise	endise	Ok
majandusministri	majandusministri	Ok
Edgar	Edgar	Name
Savisaare	Savisaare	Name
ja	ja	Ok
KS	Ks	Name
nõukogu	nõukogu	Ok
liikme	liikme	Ok
Ain	Ain	Name
Hanschmidti	Hanschmidti	Name
headel	headel	Ok
suhetel	suhetel	Ok
,	,	Punct
jääb	jääb	Ok
saladuseks	saladuseks	Ok
...	...	Punct
KS	Ks	Name
Holding	Holding	Name
arendab	arendab	Ok
üle	üle	Ok
poole	poole	Ok
ehitusmahust	ehitusmahust	Ok
Soomlastele	Soomlastele	Ok
ja	ja	Ok
eestlastele	eestlastele	Ok
kuuluv	kuuluv	Ok
KS	Ks	Name
Holding	Holding	Name
saab	saab	Ok
endale	endale	Ok
ehitada	ehitada	Ok
600000	600000	Ok
planeeritavast	planeeritavast	Ok
miljonist	miljonist	Ok
ruutmeetrist	ruutmeetrist	Ok
.	.	Punct
Samas	Samas	Ok
on	on	Ok
tema	tema	Ok
osakaal	osakaal	Ok
projekti	projekti	Ok
50	50	Ok
hektarist	hektarist	Ok
maast	maast	Ok
vaid	vaid	Ok
umbes	umbes	Ok
neljandik	neljandik	Ok
.	.	Punct
Praegu	Praegu	Ok
sadamas	sadamas	Ok
tegutsevad	tegutsevad	Ok
Petromaks	Petromaks	Name
Stividor	Stividor	Name
saavad	saavad	Ok
arendada	arendada	Ok
ca	ca	Abbrev
200000	200000	Ok
ruutmeetrit	ruutmeetrit	Ok
ning	ning	Ok
ülejäänud	ülejäänud	Ok
peavad	peavad	Ok
leppima	leppima	Ok
kokku	kokku	Ok
200000	200000	Ok
ruutmeetriga	ruutmeetriga	Ok
...	...	Punct
Tore	Tore	Ok
lugemine	lugemine	Ok
,	,	Punct
kuigi	kuigi	Ok
üks	üks	Ok
pole	pole	Ok
enam	enam	Ok
käbi	käbi	Ok
ega	ega	Ok
teine	teine	Ok
veel	veel	Ok
känd	känd	Ok
.	.	Punct
Meie	Meie	Ok
ei	ei	Ok
tea	tea	Ok
kelle	kelle	Ok
meelest	meelest	Ok
vähene	vähene	Ok
sallivus	sallivus	Ok
on	on	Ok
seotud	seotud	Ok
meie	meie	Ok
ajaloolise	ajaloolise	Ok
kogemusega	kogemusega	Ok
,	,	Punct
mis	mis	Ok
on	on	Ok
meisse	meisse	Ok
paratamatult	paratamatult	Ok
teatud	teatud	Ok
koguse	koguse	Ok
umbusku	umbusku	Ok
ladestanud	ladestanud	Ok
...	...	Punct
Kogu	Kogu	Ok
loo	loo	Ok
ainuke	ainuke	Ok
küsimus	küsimus	Ok
ja	ja	Ok
seeniorile	seeniorile	Ok
:	:	Punct
kas	kas	Ok
see	see	Ok
oleks	oleks	Ok
"	"	Punct
sallimatus	sallimatus	Ok
"	"	Punct
,	,	Punct
kui	kui	Ok
küsija	küsija	Ok
viisavabadusele	viisavabadusele	Ok
Venemaaga	Venemaaga	Name
kategooriliselt	kategooriliselt	Ok
vastu	vastu	Ok
seisaks	seisaks	Ok
?	?	Punct
Kahju	Kahju	Ok
,	,	Punct
et	et	Ok
pojast	pojast	Ok
sotsialist	sotsialist	Ok
saanud	saanud	Ok
on	on	Ok
.	.	Punct
Tavaliselt	tavaliselt	Ok
