Öelge	Öelge	Ok
kus	kus	Ok
see	see	Ok
nii	nii	Ok
ei	ei	Ok
ole	ole	Ok
?	?	Punct
Tallinn	Tallinn	Name
on	on	Ok
selliseid	selliseid	Ok
prügimägesid	prügimägesid	Ok
täis	täis	Ok
!	!	Punct
Muide	Muide	Ok
,	,	Punct
KuMu	KuMu	Name
parkla	parkla	Ok
on	on	Ok
ka	ka	Ok
prügimägi	prügimägi	Ok
.	.	Punct
Hiljuti	Hiljuti	Ok
läksin	läksin	Ok
oma	oma	Ok
külalistega	külalistega	Ok
sinna	sinna	Ok
ja	ja	Ok
oli	oli	Ok
ikka	ikka	Ok
piinlik	piinlik	Ok
küll	küll	Ok
.	.	Punct
Seal	Seal	Ok
käib	käib	Ok
ju	ju	Ok
palju	palju	Ok
väliskülalisi	väliskülalisi	Ok
.	.	Punct
Hoiatuseks	Hoiatuseks	Ok
veel	veel	Ok
,	,	Punct
et	et	Ok
ärge	ärge	Ok
mingil	mingil	Ok
juhul	juhul	Ok
seal	seal	Ok
paklas	parklas	Spell_ED_1
teed	teed	Ok
mööda	mööda	Ok
kanali	kanali	Ok
poole	poole	Ok
jalutage	jalutage	Ok
-	-	Punct
prügimägi	prügimägi	Ok
ja	ja	Ok
narkarid	narkarid	Ok
!	!	Punct
küsige	küsige	Ok
linnavalitsusest	linnavalitsusest	Ok
kellele	kellele	Ok
see	see	Ok
niitmata	niitmata	Ok
ja	ja	Ok
risustatud	risustatud	Ok
plats	plats	Ok
kuulub	kuulub	Ok
?	?	Punct
Olen	Olen	Ok
kindel	kindel	Ok
,	,	Punct
et	et	Ok
sellel	sellel	Ok
lapikesel	lapikesel	Ok
on	on	Ok
omanik	omanik	Ok
kes	kes	Ok
selle	selle	Ok
kunagi	kunagi	Ok
ostnud	ostnud	Ok
ja	ja	Ok
nii	nii	Ok
ta	ta	Ok
seisab	seisab	Ok
.	.	Punct
Ja	Ja	Ok
teine	teine	Ok
valik	valik	Ok
on	on	Ok
võib-olla	võib-olla	Word_w_Punct
lihtsalt	lihtsalt	Ok
linnamaa	linnamaa	Ok
.	.	Punct
loeti	loeti	Ok
isegi	isegi	Ok
potipõllumaa	potipõllumaa	Ok
üle	üle	Ok
.	.	Punct
Kuda	kuda	Ok
ei	ei	Ok
suudeta	suudeta	Ok
siis	siis	Ok
andmeid	andmeid	Ok
kasutada	kasutada	Ok
.	.	Punct
Kui	Kui	Ok
igal	igal	Ok
kinnistul	kinnistul	Ok
oleks	oleks	Ok
prügiveo	prügiveo	Ok
leping	leping	Ok
ja	ja	Ok
tahad	tahad	Ok
sa	sa	Ok
või	või	Ok
ei	ei	Ok
taha	taha	Ok
,	,	Punct
see	see	Ok
prügiauto	prügiauto	Ok
tuleb	tuleb	Ok
su	su	Ok
prügi	prügi	Ok
järgi	järgi	Ok
kas	kas	Ok
või	või	Ok
korra	korra	Ok
kahe	kahe	Ok
nädala	nädala	Ok
jooksul	jooksul	Ok
.	.	Punct
Siis	Siis	Ok
kaob	kaob	Ok
ära	ära	Ok
see	see	Ok
